XCoord,YCoord,FID,ADDRESS,HERITAGE_D,BUILDING_N
-83.03322576,42.30949125,725,986 Ouellette Ave,Heritage Register: Designated,Masonic Temple
-83.07872187,42.29750335,726,3402 Sandwich St,Heritage Register: Designated,Baby-Lajeunesse House
-83.07601961,42.30198239,727,3200 Sandwich St,Heritage Register: Designated,Robinet Winery Bldg.
-83.07555521,42.30300379,728,3164 Sandwich St,Heritage Register: Designated,Wigle-Hanaka House
-83.07529227,42.30344370,729,3140 Sandwich St,Heritage Register: Designated,Dominion House Tavern
-83.00853377,42.32253276,730,756 Monmouth Rd,Heritage Register: Designated,Semi-Detached House
-83.00857717,42.32259957,731,744 Monmouth Rd,Heritage Register: Designated,Semi-Detached House
-83.00870619,42.32281003,732,716 Monmouth Rd,Heritage Register: Designated,Semi-Detached House
-83.00874658,42.32287056,733,704 Monmouth Rd,Heritage Register: Designated,Semi-Detached House
-83.01300153,42.32305203,734,1900-42 Wyandotte St E,Heritage Register: Designated,Imperial Bldg.
-83.03861333,42.31465018,735,511 Pelissier St,Heritage Register: Designated,Y.M.C.A.
-83.00801004,42.32271126,736,753 Walker Rd,Heritage Register: Designated,Semi-Detached House
-83.01137294,42.32257829,737,656 Devonshire Rd,Heritage Register: Designated,Semi-Detached House
-83.01412566,42.32204614,738,1799 Wyandotte St E,Heritage Register: Designated,Bank of Montreal
-83.00796055,42.32265010,739,763 Walker Rd,Heritage Register: Designated,Semi-Detached House
-83.00805195,42.32277820,740,749 Walker Rd,Heritage Register: Designated,Semi-Detached House
-83.00808977,42.32284085,741,739 Walker Rd,Heritage Register: Designated,Semi-Detached House
-83.00813822,42.32292115,742,731 Walker Rd,Heritage Register: Designated,Semi-Detached House
-83.01197090,42.32353799,743,548 Devonshire Rd,Heritage Register: Designated,Semi-Detached House
-83.01203945,42.32364785,744,546 Devonshire Rd,Heritage Register: Designated,Semi-Detached House
-83.03376421,42.30863773,745,1011 Ouellette Ave,Heritage Register: Designated,Medical Arts Bldg.
-83.03729829,42.31183600,746,742 Victoria Ave,Heritage Register: Designated,Taylor-Growe House
-83.07543446,42.30178234,747,3201 Sandwich St,Heritage Register: Designated,Sandwich Post Office
-83.03757778,42.31092208,748,803 Victoria Ave,Heritage Register: Designated,Ernest G. Henderson House
-83.01282520,42.32482163,749,378-96 Devonshire Rd,Heritage Register: Designated,Crown Inn
-83.07632177,42.30018485,750,3277 Sandwich St,Heritage Register: Designated,Mackenzie Hall / Essex County Court House
-83.06971976,42.30741853,751,350 Huron Church Rd / University Ave W,Heritage Register: Designated,Assumption Church
-83.07714678,42.30205411,752,221 Mill St / Russell St,Heritage Register: Designated,Duff-Baby Mansion
-83.01038152,42.31828287,753,1899 Niagara St,Heritage Register: Designated,Willistead Manor
-83.04251314,42.31853227,754,254 Pitt St W,Heritage Register: Designated,François Baby House / Museum Windsor
-83.02068895,42.30269825,755,1501 Howard Ave,Heritage Register: Listed,Purity Dairy Bldg.
-83.01119972,42.31939484,756,889 Kildare Rd,Heritage Register: Designated,Stephen A. Griggs House
-83.03817673,42.31185955,757,719 Victoria Ave,Heritage Register: Designated,Treble-Large House
-83.07501119,42.30394253,758,3118 Sandwich St,Heritage Register: Designated,McGregor-Cowan House
-83.03884289,42.31288819,759,627 Victoria Ave,Heritage Register: Listed,George Nairn House
-83.03787016,42.31271372,760,664 Victoria Ave,Heritage Register: Listed,Temple Baptist Church / Downtown Mission
-83.00679302,42.31228050,761,1287 Kildare Rd,Heritage Register: Designated,Arthur Davidson Apartments
-83.03788350,42.31803348,762,70 University Ave E,Heritage Register: Designated,Tunnel Ventilation Bldg.
-83.07486221,42.30127935,763,363 Mill St,Heritage Register: Designated,Sandwich Fire Hall
-83.07383074,42.30122288,764,3203 Peter St,Heritage Register: Designated,Mason-Girardot Manor
-83.02905452,42.31049456,765,397 Erie St E / McDougall St,Heritage Register: Listed,Wigle Park Change Rooms
-83.01162022,42.32389891,766,525 Argyle Rd,Heritage Register: Listed,Hiram Walker Warehouse
-83.00287804,42.25773286,767,180 Cabana Rd W,Heritage Register: Listed,House
-83.07035731,42.29864268,768,749 Felix Ave,Heritage Register: Listed,J.L. Forster Collegiate Institute / General Byng
-82.94708248,42.33939358,769,242 Lauzon Rd,Heritage Register: Listed,Riverside Town Hall, former
-83.06449270,42.28975287,770,3557 Melbourne Rd,Heritage Register: Listed,Marlborough School
-83.07458179,42.30101011,771,3222 Peter St,Heritage Register: Listed,House With Coloured Glass Porch
-83.07628448,42.29742705,772,3381 Peter St,Heritage Register: Listed,Terrace
-83.07636194,42.29727310,773,3385-91 Peter St,Heritage Register: Listed,Terrace, for Robinet Brick Workers
-83.02888426,42.30039345,774,74 Shepherd St W,Heritage Register: Listed,Ste. Claire Apartments
-83.08009152,42.29255130,775,375 Watkins St,Heritage Register: Listed,Homer Watkins House
-83.03781073,42.31360476,776,101 Wyandotte St W / 601 Pelissier St,Heritage Register: Listed,Office / Retail
-83.06300758,42.30602208,777,503 Askin Ave,Heritage Register: Listed,House possibly Askin Homestead
-83.06033709,42.31314416,778,191 Campbell Ave,Heritage Register: Listed,House
-83.04097062,42.31811575,779,156 Chatham St W,Heritage Register: Listed,Universal Car/Baum & Brody Furniture/Fish Mkt.
-83.02867482,42.30012612,780,1504 Pelissier St,Heritage Register: Listed,Windsor Utilities Comm. Gordon H. Fuller Substation
-83.05006256,42.31676712,781,825 Riverside Dr W,Heritage Register: Listed,CBC Radio-Canada TV/Radio
-83.02792884,42.32016738,782,751 University Ave E,Heritage Register: Listed,House
-82.99644969,42.29087614,783,2585 Lincoln Rd,Heritage Register: Listed,Woodall House
-82.99956180,42.30331515,784,1811 Durham Pl,Heritage Register: Listed,House
-83.06858401,42.29630811,785,937 Felix Ave,Heritage Register: Listed,Felix Girardot House
-82.96927498,42.32628212,786,911 Prado Pl,Heritage Registered: Listed,House
-82.97391785,42.33070467,787,5343 Riverside Dr E,Heritage Register: Listed,Kiborn-Beaumont House
-82.99150559,42.31250102,788,3065 Seminole St,Heritage Register: Listed,SS. Cyril & Methodius Catholic Church
-82.97679141,42.32544083,789,871 Raymo Rd,Heritage Register: Listed,House
-83.07198894,42.28869826,790,1051 Prince Rd / Barrymore Lane,Heritage Register: Listed,Mic-Mac Park Gates
-83.00613806,42.31442920,791,1218 Devonshire Rd,Heritage Register: Listed,Harold Wurster House
-83.01688730,42.30629585,792,1396 Elsmere Ave / 868 Ellis St E,Heritage Register: Listed,Free Magyar Reformed Church
-83.01756586,42.29983148,793,1650 Howard Ave,Heritage Register: Listed,Coca-Cola Bottling Plant
-82.99551262,42.25476174,794,3982 Howard Ave,Heritage Register: Listed,House
-83.02961950,42.31142246,795,956 McDougall St,Heritage Register: Listed,Windsor Utilities Comm. Bldg.
-82.97415809,42.31739615,796,1566 Pillette Rd,Heritage Register: Designated,Hong Family House
-83.02886964,42.31975951,797,685 University Ave E,Heritage Register: Listed,British Methodist Episcopal Church
-83.02819400,42.32059107,798,744 University Ave E,Heritage Register: Listed,Multi-Unit Dwelling
-83.01576062,42.26686291,799,3200 Woodland Ave,Heritage Register: Listed,Paulin Memorial Presbyterian Church
-83.04159197,42.31215998,800,465 Wyandotte St W,Heritage Register: Listed,Nash Motor Sales
-82.99648905,42.29715613,801,1909 Loraine Ave,Heritage Register: Listed,Clinker-Brick House
-82.96616838,42.26748817,802,2600 Airport Rd (3200 County Rd 42),Heritage Register: Listed,Windsor Airport Hangar 401
-82.98846939,42.29790417,803,2545 Chrysler Centre / 2495 Ypres Ave,Heritage Register: Listed,Chrysler Power Plant
-83.02731940,42.29121317,804,2335 Dougall Ave,Heritage Register: Listed,Elmwood Casino / Fr.Paul Charbonneau Centre
-83.02665440,42.29068617,805,2345 Dougall Ave,Heritage Register: Listed,Elmwood Motor Hotel / Brentwood Residence
-82.92203538,42.34490318,806,Peche Island,Heritage Register: Listed,Hiram Walker Bridge & Canal
-83.01439440,42.32611418,807,1950 Riverside Dr E,Heritage Register: Listed,Hiram Walker Grain Silos
-82.96794439,42.33219418,808,Riverside Dr E / Esdras Pl,Heritage Register: Listed,Esdras Place Park
-83.07166242,42.30899117,809,Riverside Dr W / Huron Church Rd,Heritage Register: Listed,Assumption Park Washrooms
-82.97656639,42.32657118,810,5055 Wyandotte St E,Heritage Register: Listed,Our Lady of Guadalupe Church
-83.00086639,42.29224917,811,1075 Ypres Ave,Heritage Register: Listed,Memorial Park Washrooms
-83.01421256,42.27259696,812,3021 Dougall Ave.,Heritage Register: Listed,Arcata/Capri Pizzeria Sign
-83.01240740,42.32606318,813,1950-2072 Riverside Dr E,Heritage Register: Designated,Hiram Walker & Sons Office Bldg.
-83.04803951,42.31159998,814,523 Crawford Ave,Heritage Register: Listed,House
-83.01145155,42.32155914,815,743 Devonshire Rd,Heritage Register: Listed,Chick-McDougald House
-83.02998580,42.30212201,816,74 Ellis St W,Heritage Register: Listed,The Nelmes Apartments
-83.02093609,42.31371266,817,894-96 Erie St E / 997 Parent Ave,Heritage Register: Listed,Commercial Bldg.
-83.03634342,42.30829426,818,280 Erie St W,Heritage Register: Listed,Garden Court Apartments
-83.02239015,42.30922553,819,610 Giles Blvd E,Heritage Register: Listed,Shaarey Zedek Synagogue
-83.02070364,42.30919195,820,795 Giles Blvd E,Heritage Register: Listed,Giles Boulevard United Church
-83.00044779,42.28338347,821,940 Grand Marais Rd E,Heritage Register: Listed,Fred Meyers Hydro Substation
-83.02675028,42.26836497,822,1310 Grand Marais Rd W,Heritage Register: Listed,Nikola Budimir Memorial Library
-83.04483788,42.31341626,823,475 Janette Ave,Heritage Register: Listed,House
-83.05022620,42.27956433,824,2590 Kenora St,Heritage Register: Listed,Michael Patrick Hydro Substation
-83.01642206,42.30908080,825,1275 Langlois Ave,Heritage Register: Listed,Dom Polski Ludowy
-83.01724328,42.32040274,826,664 Moy Ave,Heritage Register: Listed,House
-83.01080775,42.31319765,827,1563-89 Ontario St,Heritage Register: Listed,Marentette Apts.
-83.03787967,42.31517260,828,487 Ouellette Ave,Heritage Register: Listed,Bank of Nova Scotia
-83.02900822,42.30104738,829,1461 Ouellette Ave,Heritage Register: Listed,Duplex
-83.02787980,42.29885922,830,1561 Ouellette Ave,Heritage Register: Listed,St. Paul’s Anglican Church
-83.00653956,42.29862582,831,2153 Parkwood Ave,Heritage Register: Listed,St. Michael's Church
-83.03322014,42.26277744,832,3125 Randolph Ave,Heritage Register: Listed,House
-83.02053891,42.32454962,833,1387 Riverside Dr E,Heritage Register: Listed,House
-83.04817014,42.31824136,834,620 Riverside Dr W,Heritage Register: Listed,Caron Avenue Pumping Station (C.M.H. Woods)
-83.05307564,42.31667875,835,1045 Riverside Dr W,Heritage Register: Listed,House
-82.97465253,42.30710568,836,1965 Rossini Blvd,Heritage Register: Listed,House
-82.99688485,42.31168088,837,2520 Seminole St,Heritage Register: Listed,Croatian National Home
-83.08998425,42.25588939,838,715 Sprucewood Ave,Heritage Register: Listed,Canadian Steel Wire Mill
-83.03823564,42.31801931,839,44 University Ave E,Heritage Register: Listed,Greyhound Bus Station
-83.04244120,42.31312010,840,474-80 Vera Pl,Heritage Register: Listed,Multi-Unit Dwelling
-83.03692900,42.30992470,841,887 Victoria Ave,Heritage Register: Listed,James Pennington House
-83.03572301,42.30939879,842,942 Victoria Ave,Heritage Register: Designated,Rigg-Shanfield House
-83.03621650,42.30883402,843,965 Victoria Ave,Heritage Register: Listed,House
-83.03529956,42.30741641,844,1043 Victoria Ave,Heritage Register: Listed,Anderson House; Carriage Step
-83.03162698,42.30303131,845,1320 Victoria Ave,Heritage Register: Listed,J.C. Pennington House
-83.03161296,42.30172786,846,1387 Victoria Ave,Heritage Register: Listed,House
-83.02636107,42.29485539,847,2178 Victoria Ave,Heritage Register: Listed,House
-83.02569147,42.29378591,848,2234 Victoria Ave,Heritage Register: Listed,House
-83.02586319,42.29288985,849,2275 Victoria Ave,Heritage Register: Listed,House
-83.02580868,42.29279328,850,2281 Victoria Ave,Heritage Register: Listed,House
-83.02571978,42.29264855,851,2287 Victoria Ave,Heritage Register: Listed,House
-83.00488798,42.26263599,852,3584 Victoria Blvd,Heritage Register: Listed,Mrs. F.E. Currah House
-83.02350489,42.31861503,853,907-17 Wyandotte St E,Heritage Register: Listed,Commercial Bldg.
-83.02340254,42.31864697,854,919-23 Wyandotte St E,Heritage Register: Listed,Commercial Bldg.
-83.03606651,42.31810236,855,350 City Hall Sq W,Heritage Register: Listed,Cenotaph
-83.07610891,42.29895240,856,3305 Sandwich St,Heritage Register: Designated,St. John's Cemetery
-83.00291455,42.32339744,857,2744 Edna St / 2601 Wyandotte St E,Heritage Register: Listed,Ford Canada No. 2 (E) / Long Manufacturing
-83.02467331,42.31717233,858,706 Marentette Ave,Heritage Register: Listed,Martin Manor Apartments
-82.98857991,42.25577942,859,761 Morand St.,Heritage Register: Listed,Raymond Masters House
-83.03870947,42.31647924,860,375 Ouellette Ave.,Heritage Register: Listed,McCreery's/Birks Jewellers
-83.01862032,42.30983116,861,1215 Parent Ave.,Heritage Register: Listed,Trinity Lutheran Church
-83.01223502,42.32656623,862,2072 Riverside Dr E,Heritage Register: Designated,Wiser's Reception Centre
-83.00650506,42.25788072,863,475 Roselawn Dr.,Heritage Register: Listed,House
-82.94766628,42.32994710,864,7439 St. Rose Ave,Heritage Register: Listed,Langlois House
-83.06677752,42.30520406,865,401 Sunset Ave,Heritage Register: Listed,Essex Hall, University of Windsor
-83.01910990,42.29414119,866,245 Tecumseh Rd E/McDougall St./Logan Ave.,Heritage Register: Listed,Windsor Stadium
-83.04083464,42.31738679,867,156-190 University Ave. W.,Heritage Register: Listed,Metropolitan/ Guaranty Trust Building
-83.03521270,42.31810006,868,330 City Hall Square,Heritage Register: Listed,All Saints' Rectory
-83.03531434,42.31828957,869,330 City Hall Square,Heritage Register: Listed,All Saints' Church
-83.03515385,42.31745984,870,350 City Hall Square W.,Heritage Register: Listed,City Hall
-83.03228667,42.30798692,871,1004 Ouellette Ave,Heritage Register: Listed,Hôtel-Dieu Hospital Wing
-83.03270091,42.30840898,872,1004 Ouellette Ave,Heritage Register: Listed,Hôtel-Dieu Hospital Wing
-83.03267553,42.30883058,873,1004 Ouellette Ave,Heritage Register: Listed,Hôtel-Dieu Chapel
-83.03212660,42.30750378,874,1004 Ouellette Ave,Heritage Register: Listed,Hôtel-Dieu Jeanne Mance Residence
-83.03266298,42.30913221,875,1004 Ouellette Ave / 37 Erie St E,Heritage Register: Listed,Hôtel-Dieu Hospitallers Residence
-83.01070352,42.31919334,876,1899 Niagara St / 1889 Niagara St,Heritage Register: Designated,Willistead Gate House
-83.01109432,42.31810564,877,1899 Niagara St / 950 Chilver Rd,Heritage Register: Designated,Willistead Coach House
-83.01015068,42.31778897,878,1899 Niagara St,Heritage Register: Designated,Queen Victoria Fountain
-83.00938969,42.31858362,879,1899 Niagara St,Heritage Register: Designated,Oliver Newberry-Hiram Walker House Portico
-83.01052900,42.31930369,880,1899 Niagara St,Heritage Register: Designated,Willistead Gateway and Fence
-83.02675948,42.26543763,881,3117 Curry Ave,Heritage Register: Listed,Christ the King Rectory
-83.00655488,42.31395977,882,1229 Devonshire Rd,Heritage Register: Listed,Ernest W. Robinson House
-83.02764246,42.30227242,883,65 Ellis St. E.,Heritage Register: Listed,Holy Cross Greek Orthodox Church
-83.04002122,42.30699218,884,580 Erie St W,Heritage Register: Listed,Philadelphia Pentecostal Temple
-83.02154698,42.30948919,885,710 Giles Blvd E,Heritage Register: Listed,Milton Manor Apartments
-83.02488680,42.29983077,886,1556 Goyeau St,Heritage Register: Listed,Waverly Court Apartments
-83.01439825,42.30228908,887,860 Hanna St E,Heritage Register: Listed,Windsor Utilities Comm. Substation No. 27
-82.94001533,42.32770738,888,1086 Lauzon Rd,Heritage Register: Listed,Hydro Sub-Station No.61
-83.06484042,42.30355547,889,660 Patricia Rd,Heritage Register: Listed,Energy Conversion Centre, U of W
-83.03486366,42.30653789,890,240 Pine St,Heritage Register: Listed,Semi-detached matching Harry Guppy House
-83.03493890,42.30651487,891,242 Pine St,Heritage Register: Listed,Semi-detached matching Harry Guppy House
-83.06350098,42.30997174,892,308 Randolph Ave,Heritage Register: Listed,Victoria Manor Apartments
-83.06058290,42.31465633,893,Riverside Dr W / Campbell Ave,Heritage Register: Listed,IBC Marker
-83.02279327,42.29560186,894,125 Tecumseh Rd E / Ouellette Ave,Heritage Register: Listed,Queen Elizabeth II Gardens/ Sunken Gardens
-83.04130718,42.31688990,895,305 Victoria Ave,Heritage Register: Listed,Guaranty Trust Company
-83.00605284,42.31635568,896,1138 Argyle Rd.,Heritage Register: Listed,St. Anne's Rectory
-83.01127393,42.31508426,897,1106 Lincoln Rd.,Heritage Register: Listed,Bell Canada Exchange
-82.96659333,42.30974177,898,1982 Norman Rd.,Heritage Register: Listed,St. Jules School
-83.03448892,42.30630599,899,1107 Victoria Ave.,Heritage Register: Listed,House
-83.03260322,42.30333012,900,1291-93 Victoria Ave.,Heritage Register: Listed,Semi-Detached Houses
-83.01398593,42.32381073,901,400-500 blks Kildare Rd.,Heritage Register: Listed,Stone Curbs
-83.01351280,42.32306346,902,400-500 blks Kildare Rd.,Heritage Register: Listed,Stone Curbs
-83.01329084,42.32314780,903,400-500 blks Kildare Rd.,Heritage Register: Listed,Stone Curbs
-83.04626354,42.31767980,904,137 Bruce Ave,Heritage Register: Listed,Palmer Apartments
-83.04612275,42.31679346,905,560 Chatham St. W.,Heritage Register: Listed,Duplex
-83.04621406,42.31676840,906,570 Chatham St. W.,Heritage Register: Listed,Duplex
-83.04679277,42.31627632,907,629 Chatham St W,Heritage Register: Listed,Duplex
-83.04688492,42.31624705,908,639 Chatham St W,Heritage Register: Listed,Duplex
-83.00907287,42.31497907,909,1150 Chilver Rd.,Heritage Register: Listed,Howard H. Lees House
-83.00843742,42.31305494,910,1237 Chilver Rd.,Heritage Register: Listed,House
-83.01646820,42.32197407,911,553 Lincoln Rd.,Heritage Register: Listed,Superior Piston Ring Company
-83.00062152,42.32181066,912,999 Drouillard Rd.,Heritage Register: Listed,Provincial Bank of Canada
-83.04723680,42.31727812,913,147 Janette Ave,Heritage Register: Listed,Wilshire Apartments
-83.04708050,42.31697484,914,163 Janette Ave,Heritage Register: Listed,Commercial/Duplex
-83.04654933,42.31709052,915,164 Janette Ave / 587 Pitt St W,Heritage Register: Listed,House
-83.04648880,42.31699426,916,174 Janette Ave,Heritage Register: Listed,House
-83.04642584,42.31686191,917,178 Janette Ave,Heritage Register: Listed,House, large garage
-83.04696071,42.31674948,918,181 Janette Ave,Heritage Register: Listed,House
-83.04690735,42.31667208,919,187 Janette Ave,Heritage Register: Listed,House
-83.04637060,42.31672651,920,190 Janette Ave,Heritage Register: Listed,House
-83.04686086,42.31658934,921,193-195 Janette Ave,Heritage Register: Listed,Duplex
-83.04666666,42.31631942,922,211 Janette Ave.,Heritage Register: Listed,House
-83.02057913,42.31652001,923,868 Langlois Ave.,Heritage Register: Listed,Windsor Fire Station No. 3
-83.04616070,42.31753875,924,524 Pitt St. W,Heritage Register: Listed,Cairngorm Apartments
-83.04648704,42.31754167,925,552-554 Pitt St. W.,Heritage Register: Listed,Billing Apartments/Commercial
-83.04636314,42.31717982,926,563 Pitt St. W.,Heritage Register: Listed,House
-83.04665785,42.31741950,927,570 Pitt St. W.,Heritage Register: Listed,House / Commercial
-83.04684462,42.31736076,928,594 Pitt St. W.,Heritage Register: Listed,House
-83.04727498,42.31693558,929,631 Pitt St. W.,Heritage Register: Listed,Commercial/Duplex
-83.03846119,42.32036645,930,Riverside Dr E / near Goyeau St,Heritage Register: Listed,Canadian National Locomotive 5588 "Spirit of Windsor" (1963)
-83.02955592,42.31967950,931,635 University Ave E,Heritage Register: Listed,Meisener Wholesale Chocolates/Superior Produce
-83.00987013,42.32135098,932,807 Argyle Rd,Heritage Register: Listed,Wallmay Corner Post
-83.04162926,42.31048084,933,753 Bruce Ave,Heritage Register: Listed,Frank/Emilia Cundari House
-83.02920069,42.31635757,934,638 Glengarry Ave,Heritage Register: Listed,Belvedere Apartments
-83.06277479,42.28788678,935,1409 Granville Cres,Heritage Register: Listed,House
-83.02305480,42.31939112,936,575-581 Langlois Ave,Heritage Register: Listed,Commercial / Industrial
-83.01042256,42.32083512,937,2030 St. Mary's Gate,Heritage Register: Listed,Elmcroft Gate Posts
-82.97129205,42.32729215,938,839 Thompson Blvd,Heritage Register: Listed,House
-83.03723526,42.31172865,939,754-756 Victoria Ave,Heritage Register: Listed,Duplex
-83.03415232,42.30575955,940,1135 Victoria Ave,Heritage Register: Listed,House
-83.03048114,42.31619309,941,439-43 Wyandotte St E,Heritage Register: Listed,Meconi Block
-83.02929451,42.31660896,942,527-33 Wyandotte St E,Heritage Register: Listed,M Meretsky Building
-83.02916382,42.31665520,943,537-43 Wyandotte St E,Heritage Register: Listed,Malic's Delicatessen
-83.02703406,42.31778671,944,706-12 Wyandotte St E,Heritage Register: Listed,Commercial Building
-83.02232624,42.31951630,945,1022-30 Wyandotte St. E,Heritage Register: Listed,Oventhal Building
-83.02161961,42.31974274,946,1082 Wyandotte St. E,Heritage Register: Listed,Bates Furniture
-83.02085664,42.32004526,947,1154-56 Wyandotte St. E,Heritage Register: Listed,Friedman Furniture Co.
-83.01933499,42.32011350,948,1253-57 Wyandotte St E,Heritage Register: Listed,French Canadian Club
-83.01899177,42.32073073,949,1304-14 Wyandotte St E,Heritage Register: Listed,Dominion Stores
-83.01858010,42.32087838,950,1352-56 Wyandotte St E,Heritage Register: Listed,Commercial Bldg.
-83.01828330,42.32099758,951,1380-94 Wyandotte St E / 571-83 Moy Ave.,Heritage Register: Listed,Leatherdale Block
-83.01729955,42.32130229,952,1478 Wyandotte St E,Heritage Register: Listed,A. Minto and Company
-83.01654890,42.32117310,953,1505-33 Wyandotte St E,Heritage Register: Listed,Tivoli Pool Room, Casa Loma Restaurant
-83.01673006,42.32161590,954,1526-34 Wyandotte St E,Heritage Register: Listed,F. Nevin Building
-83.01376903,42.32228876,955,1801-33 Wyandotte St E,Heritage Register: Listed,Chilver Block
-83.01366197,42.32270195,956,1850-64 Wyandotte St E,Heritage Register: Listed,Victoria Cafe
-83.01530306,42.32208734,957,1660-98 Wyandotte St E,Heritage Register: Listed,Commercial Bldg.
-83.00532632,42.31504257,958,1206 Argyle Rd,Heritage Register: Listed,Terrace
-83.00529411,42.31499436,959,1208 Argyle Rd,Heritage Register: Listed,Terrace
-83.00527060,42.31494437,960,1210 Argyle Rd,Heritage Register: Listed,Terrace
-83.00523824,42.31489128,961,1212 Argyle Rd,Heritage Register: Listed,Terrace
-83.00540296,42.31510952,962,2115 Ontario St,Heritage Register: Listed,Terrace
-83.00526698,42.31517531,963,2123 Ontario St,Heritage Register: Listed,Terrace
-83.00519318,42.31519774,964,2135 Ontario St,Heritage Register: Listed,Terrace
-83.00512158,42.31522013,965,2137 Ontario St,Heritage Register: Listed,Terrace
-83.00543323,42.31363772,966,2050 Devonshire Crt,Heritage Register: Listed,House
-83.06695205,42.29420906,967,1055-59 Felix Ave,Heritage Register: Listed,Walkerside Dairy
-82.99619072,42.25617992,968,3893 Howard Ave,Heritage Register: Listed,Allen House
-83.06405775,42.29605599,969,1033 Huron Church Rd,Heritage Register: Listed,House
-83.01975470,42.31780931,970,808 Marion Ave,Heritage Register: Listed,Jeanne d'Arc School/ St. Casimir Church
-83.03068780,42.31322146,971,804 McDougall St,Heritage Register: Listed,Burroughs Bldg
-83.05898199,42.31366577,972,189 McEwan Ave,Heritage Register: Listed,Donald A. Banwell House
-83.02796032,42.29973981,973,1519 Ouellette Ave,Heritage Register: Listed,Commercial Building
-83.06441972,42.31168815,974,166 Randolph Pl,Heritage Register: Listed,Alphonse Nestman House
-82.99992795,42.32669868,975,3150 Riverside Dr E,Heritage Register: Listed,Ford Powerhouse Screen House
-82.97339006,42.33082408,976,5375 Riverside Dr E,Heritage Register: Listed,House
-82.96731246,42.33252439,977,5970 Riverside Dr E,Heritage Register: Listed,Gelling House
-83.07844454,42.29836132,978,3370 Sandwich St,Heritage Register: Listed,House
-83.00187579,42.30118360,979,1658-94 Tecumseh Rd E,Heritage Register: Listed,Windermere Block
-83.03750246,42.31077630,980,815 Victoria Ave,Heritage Register: Listed,James W. Brien House
-83.03664102,42.30946686,981,923 Victoria Ave,Heritage Register: Listed,House
-83.03649359,42.30923333,982,939 Victoria Ave,Heritage Register: Listed,W.W. Moxley House
-83.03569812,42.30806329,983,1005 Victoria Ave,Heritage Register: Listed,Alfred G. Bellinger House
-83.00690488,42.26574266,984,3424 Victoria Blvd,Heritage Register: Listed,Arthur S. Pearson House
