Ward,Poll,Poll Name,Contest Title,Candidate Name,Total
4,10,4-10 Willistead Inn,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,0
4,10,4-10 Willistead Inn,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,4
4,11,4-11 Marentette Rest Home,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,11
4,11,4-11 Marentette Rest Home,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,1
4,11,4-11 Marentette Rest Home,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,8
4,11,4-11 Marentette Rest Home,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,2
4,11,4-11 Marentette Rest Home,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,4
4,11,4-11 Marentette Rest Home,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,1
4,11,4-11 Marentette Rest Home,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,8
4,12,4-12 Dolce Vita Retirement Living,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,5
4,12,4-12 Dolce Vita Retirement Living,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,0
4,12,4-12 Dolce Vita Retirement Living,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,3
4,12,4-12 Dolce Vita Retirement Living,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,2
4,12,4-12 Dolce Vita Retirement Living,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,3
4,12,4-12 Dolce Vita Retirement Living,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,0
4,12,4-12 Dolce Vita Retirement Living,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,3
10,1,10-1 Ecole secondaire de-Lamothe-Cadillac,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,124
10,1,10-1 Ecole secondaire de-Lamothe-Cadillac,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,17
10,1,10-1 Ecole secondaire de-Lamothe-Cadillac,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,111
10,1,10-1 Ecole secondaire de-Lamothe-Cadillac,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,35
10,1,10-1 Ecole secondaire de-Lamothe-Cadillac,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,77
10,1,10-1 Ecole secondaire de-Lamothe-Cadillac,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,106
10,1,10-1 Ecole secondaire de-Lamothe-Cadillac,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,135
10,2,10-2 Holy Names Catholic High School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,116
10,2,10-2 Holy Names Catholic High School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,27
10,2,10-2 Holy Names Catholic High School,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,109
10,2,10-2 Holy Names Catholic High School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,102
10,2,10-2 Holy Names Catholic High School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,96
10,2,10-2 Holy Names Catholic High School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,218
10,2,10-2 Holy Names Catholic High School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,187
10,3,10-3 Northwood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,123
10,3,10-3 Northwood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,22
10,3,10-3 Northwood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,122
10,3,10-3 Northwood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,90
10,3,10-3 Northwood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,116
10,3,10-3 Northwood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,265
10,3,10-3 Northwood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,239
10,4,10-4 Our Lady of Perpetual Help Catholic School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,129
10,4,10-4 Our Lady of Perpetual Help Catholic School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,10
10,4,10-4 Our Lady of Perpetual Help Catholic School,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,82
10,4,10-4 Our Lady of Perpetual Help Catholic School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,9
10,4,10-4 Our Lady of Perpetual Help Catholic School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,40
10,4,10-4 Our Lady of Perpetual Help Catholic School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,15
10,4,10-4 Our Lady of Perpetual Help Catholic School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,111
10,5,10-5 Fogolar Furlan Club,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,137
10,5,10-5 Fogolar Furlan Club,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,28
10,5,10-5 Fogolar Furlan Club,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,133
10,5,10-5 Fogolar Furlan Club,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,15
10,5,10-5 Fogolar Furlan Club,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,55
10,5,10-5 Fogolar Furlan Club,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,43
10,5,10-5 Fogolar Furlan Club,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,128
10,6,10-6 Bellewood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,149
10,6,10-6 Bellewood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,7
10,6,10-6 Bellewood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,106
10,6,10-6 Bellewood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,48
10,6,10-6 Bellewood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,58
10,6,10-6 Bellewood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,47
10,6,10-6 Bellewood Public School,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,180
10,7,10-7 Nikola Budimir Library,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,185
10,7,10-7 Nikola Budimir Library,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,14
10,7,10-7 Nikola Budimir Library,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,114
10,7,10-7 Nikola Budimir Library,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,33
10,7,10-7 Nikola Budimir Library,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,37
10,7,10-7 Nikola Budimir Library,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,32
10,7,10-7 Nikola Budimir Library,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,191
10,8,10-8 Oak Park Terrace,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,35
10,8,10-8 Oak Park Terrace,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,5
10,8,10-8 Oak Park Terrace,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,9
10,8,10-8 Oak Park Terrace,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,2
10,8,10-8 Oak Park Terrace,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,4
10,8,10-8 Oak Park Terrace,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,4
10,8,10-8 Oak Park Terrace,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,14
10,9,10-9 Royal Marquis Retirement Resort,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,17
10,9,10-9 Royal Marquis Retirement Resort,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,0
10,9,10-9 Royal Marquis Retirement Resort,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,7
10,9,10-9 Royal Marquis Retirement Resort,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,0
10,9,10-9 Royal Marquis Retirement Resort,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,0
10,9,10-9 Royal Marquis Retirement Resort,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,1
10,9,10-9 Royal Marquis Retirement Resort,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,9
AP,1s1,ADVANCE POLL DAY 1 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,110
AP,1s1,ADVANCE POLL DAY 1 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,8
AP,1s1,ADVANCE POLL DAY 1 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,59
AP,1s1,ADVANCE POLL DAY 1 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,13
AP,1s1,ADVANCE POLL DAY 1 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,24
AP,1s1,ADVANCE POLL DAY 1 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,24
AP,1s1,ADVANCE POLL DAY 1 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,87
AP,1s2,ADVANCE POLL DAY 1 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,60
AP,1s2,ADVANCE POLL DAY 1 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,4
AP,1s2,ADVANCE POLL DAY 1 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,30
AP,1s2,ADVANCE POLL DAY 1 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,22
AP,1s2,ADVANCE POLL DAY 1 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,17
AP,1s2,ADVANCE POLL DAY 1 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,11
AP,1s2,ADVANCE POLL DAY 1 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,68
AP,2s1,ADVANCE POLL DAY 2 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,34
AP,2s1,ADVANCE POLL DAY 2 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,1
AP,2s1,ADVANCE POLL DAY 2 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,11
AP,2s1,ADVANCE POLL DAY 2 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,9
AP,2s1,ADVANCE POLL DAY 2 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,7
AP,2s1,ADVANCE POLL DAY 2 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,4
AP,2s1,ADVANCE POLL DAY 2 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,22
AP,2s2,ADVANCE POLL DAY 2 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,52
AP,2s2,ADVANCE POLL DAY 2 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,3
AP,2s2,ADVANCE POLL DAY 2 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,24
AP,2s2,ADVANCE POLL DAY 2 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,7
AP,2s2,ADVANCE POLL DAY 2 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,14
AP,2s2,ADVANCE POLL DAY 2 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,7
AP,2s2,ADVANCE POLL DAY 2 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,50
AP,3s1,ADVANCE POLL DAY 3 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,88
AP,3s1,ADVANCE POLL DAY 3 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,13
AP,3s1,ADVANCE POLL DAY 3 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,51
AP,3s1,ADVANCE POLL DAY 3 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,3
AP,3s1,ADVANCE POLL DAY 3 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,16
AP,3s1,ADVANCE POLL DAY 3 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,11
AP,3s1,ADVANCE POLL DAY 3 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,92
AP,3s2,ADVANCE POLL DAY 3 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,48
AP,3s2,ADVANCE POLL DAY 3 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,5
AP,3s2,ADVANCE POLL DAY 3 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,25
AP,3s2,ADVANCE POLL DAY 3 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,2
AP,3s2,ADVANCE POLL DAY 3 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,15
AP,3s2,ADVANCE POLL DAY 3 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,7
AP,3s2,ADVANCE POLL DAY 3 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,54
AP,4s1,ADVANCE POLL DAY 4 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,45
AP,4s1,ADVANCE POLL DAY 4 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,0
AP,4s1,ADVANCE POLL DAY 4 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,17
AP,4s1,ADVANCE POLL DAY 4 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,9
AP,4s1,ADVANCE POLL DAY 4 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,12
AP,4s1,ADVANCE POLL DAY 4 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,1
AP,4s1,ADVANCE POLL DAY 4 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,46
AP,4s2,ADVANCE POLL DAY 4 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,19
AP,4s2,ADVANCE POLL DAY 4 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,2
AP,4s2,ADVANCE POLL DAY 4 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,7
AP,4s2,ADVANCE POLL DAY 4 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,0
AP,4s2,ADVANCE POLL DAY 4 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,4
AP,4s2,ADVANCE POLL DAY 4 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,2
AP,4s2,ADVANCE POLL DAY 4 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,25
AP,5s1,ADVANCE POLL DAY 5 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,20
AP,5s1,ADVANCE POLL DAY 5 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,0
AP,5s1,ADVANCE POLL DAY 5 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,4
AP,5s1,ADVANCE POLL DAY 5 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,3
AP,5s1,ADVANCE POLL DAY 5 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,4
AP,5s1,ADVANCE POLL DAY 5 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,6
AP,5s1,ADVANCE POLL DAY 5 - 1,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,24
AP,5s2,ADVANCE POLL DAY 5 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Alan HALBERSTADT,19
AP,5s2,ADVANCE POLL DAY 5 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Beau HELBERT,4
AP,5s2,ADVANCE POLL DAY 5 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",David FERGUSON,16
AP,5s2,ADVANCE POLL DAY 5 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Jag PATHAK,2
AP,5s2,ADVANCE POLL DAY 5 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Katrina ELCHAMI,6
AP,5s2,ADVANCE POLL DAY 5 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Omar CHAFCHAK,2
AP,5s2,ADVANCE POLL DAY 5 - 2,"TRUSTEE ENGLISH PUBLIC 3,4,10",Sarah CIPKAR,23
5,1,5-1 Gino and Liz Marcus Community Complex,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,115
5,1,5-1 Gino and Liz Marcus Community Complex,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,64
5,1,5-1 Gino and Liz Marcus Community Complex,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,57
5,1,5-1 Gino and Liz Marcus Community Complex,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,36
5,1,5-1 Gino and Liz Marcus Community Complex,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,28
5,2,5-2 Lions Manor,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,300
5,2,5-2 Lions Manor,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,165
5,2,5-2 Lions Manor,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,218
5,2,5-2 Lions Manor,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,123
5,2,5-2 Lions Manor,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,67
5,3,5-3 Seminole Public Library,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,194
5,3,5-3 Seminole Public Library,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,105
5,3,5-3 Seminole Public Library,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,104
5,3,5-3 Seminole Public Library,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,48
5,3,5-3 Seminole Public Library,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,29
5,4,5-4 Most Precious Blood Parish,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,207
5,4,5-4 Most Precious Blood Parish,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,133
5,4,5-4 Most Precious Blood Parish,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,141
5,4,5-4 Most Precious Blood Parish,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,57
5,4,5-4 Most Precious Blood Parish,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,32
5,5,5-5 Constable John Atkinson Memorial Community Centre,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,321
5,5,5-5 Constable John Atkinson Memorial Community Centre,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,204
5,5,5-5 Constable John Atkinson Memorial Community Centre,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,222
5,5,5-5 Constable John Atkinson Memorial Community Centre,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,94
5,5,5-5 Constable John Atkinson Memorial Community Centre,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,43
5,6,5-6 St. Jerome Parish,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,157
5,6,5-6 St. Jerome Parish,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,108
5,6,5-6 St. Jerome Parish,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,119
5,6,5-6 St. Jerome Parish,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,78
5,6,5-6 St. Jerome Parish,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,38
5,7,5-7 Parkwood Gospel Temple,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,194
5,7,5-7 Parkwood Gospel Temple,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,121
5,7,5-7 Parkwood Gospel Temple,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,142
5,7,5-7 Parkwood Gospel Temple,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,74
5,7,5-7 Parkwood Gospel Temple,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,36
5,8,5-8 Lifetimes on Riverside,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,12
5,8,5-8 Lifetimes on Riverside,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,6
5,8,5-8 Lifetimes on Riverside,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,14
5,8,5-8 Lifetimes on Riverside,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,4
5,8,5-8 Lifetimes on Riverside,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,3
5,9,5-9 The Shoreview at Riverside,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,9
5,9,5-9 The Shoreview at Riverside,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,8
5,9,5-9 The Shoreview at Riverside,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,14
5,9,5-9 The Shoreview at Riverside,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,4
5,9,5-9 The Shoreview at Riverside,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,3
6,1,6-1 St. Augustine of Canterbury Anglican Church,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,354
6,1,6-1 St. Augustine of Canterbury Anglican Church,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,239
6,1,6-1 St. Augustine of Canterbury Anglican Church,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,260
6,1,6-1 St. Augustine of Canterbury Anglican Church,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,158
6,1,6-1 St. Augustine of Canterbury Anglican Church,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,104
6,2,6-2 Princess Elizabeth Public School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,275
6,2,6-2 Princess Elizabeth Public School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,162
6,2,6-2 Princess Elizabeth Public School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,196
6,2,6-2 Princess Elizabeth Public School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,79
6,2,6-2 Princess Elizabeth Public School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,53
6,3,6-3 Dr. David Suzuki Public School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,231
6,3,6-3 Dr. David Suzuki Public School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,126
6,3,6-3 Dr. David Suzuki Public School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,163
6,3,6-3 Dr. David Suzuki Public School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,60
6,3,6-3 Dr. David Suzuki Public School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,67
6,4,6-4 Riverside Baseball Centre,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,387
6,4,6-4 Riverside Baseball Centre,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,224
6,4,6-4 Riverside Baseball Centre,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,203
6,4,6-4 Riverside Baseball Centre,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,122
6,4,6-4 Riverside Baseball Centre,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,83
6,5,6-5 Average Joes Banquet Hall,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,226
6,5,6-5 Average Joes Banquet Hall,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,133
6,5,6-5 Average Joes Banquet Hall,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,153
6,5,6-5 Average Joes Banquet Hall,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,71
6,5,6-5 Average Joes Banquet Hall,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Laurie KOMON,52
6,6,6-6 St. John Vianney Catholic School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cathy COOKE,199
6,6,6-6 St. John Vianney Catholic School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Cheryl LOVELL,129
6,6,6-6 St. John Vianney Catholic School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Gale Simko HATFIELD,139
6,6,6-6 St. John Vianney Catholic School,"TRUSTEE ENGLISH PUBLIC 5,6,7,8",Henry LAU,72
