Ward,Poll,Poll Name,Contest Title,Candidate Name,Total
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 6,Jeff DENOMME,49
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 6,Jo-Anne GIGNAC,100
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 6,Josh JACQUOT,1
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 6,Terry YALDO,18
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 6,Jeff DENOMME,102
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 6,Jo-Anne GIGNAC,213
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 6,Josh JACQUOT,4
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 6,Terry YALDO,37
7,1,7-1 Lilly Kazzilly’s Crab Shack & Grill,COUNCILLOR WARD 7,Albert SABA,29
7,1,7-1 Lilly Kazzilly’s Crab Shack & Grill,COUNCILLOR WARD 7,Angelo MARIGNANI,107
7,1,7-1 Lilly Kazzilly’s Crab Shack & Grill,COUNCILLOR WARD 7,Barbara HOLLAND,36
7,1,7-1 Lilly Kazzilly’s Crab Shack & Grill,COUNCILLOR WARD 7,Irek KUSMIERCZYK,286
7,2,7-2 Riverside Sportsmen Club,COUNCILLOR WARD 7,Albert SABA,48
7,2,7-2 Riverside Sportsmen Club,COUNCILLOR WARD 7,Angelo MARIGNANI,164
7,2,7-2 Riverside Sportsmen Club,COUNCILLOR WARD 7,Barbara HOLLAND,55
7,2,7-2 Riverside Sportsmen Club,COUNCILLOR WARD 7,Irek KUSMIERCZYK,433
7,3,7-3 St. Joseph’s Catholic High School,COUNCILLOR WARD 7,Albert SABA,62
7,3,7-3 St. Joseph’s Catholic High School,COUNCILLOR WARD 7,Angelo MARIGNANI,129
7,3,7-3 St. Joseph’s Catholic High School,COUNCILLOR WARD 7,Barbara HOLLAND,100
7,3,7-3 St. Joseph’s Catholic High School,COUNCILLOR WARD 7,Irek KUSMIERCZYK,932
7,4,7-4 Banwell Community Church,COUNCILLOR WARD 7,Albert SABA,37
7,4,7-4 Banwell Community Church,COUNCILLOR WARD 7,Angelo MARIGNANI,154
7,4,7-4 Banwell Community Church,COUNCILLOR WARD 7,Barbara HOLLAND,61
7,4,7-4 Banwell Community Church,COUNCILLOR WARD 7,Irek KUSMIERCZYK,632
7,5,7-5 Forest Glade Public School,COUNCILLOR WARD 7,Albert SABA,44
7,5,7-5 Forest Glade Public School,COUNCILLOR WARD 7,Angelo MARIGNANI,66
7,5,7-5 Forest Glade Public School,COUNCILLOR WARD 7,Barbara HOLLAND,63
7,5,7-5 Forest Glade Public School,COUNCILLOR WARD 7,Irek KUSMIERCZYK,470
7,6,7-6 Our Lady of the Atonement Parish,COUNCILLOR WARD 7,Albert SABA,42
7,6,7-6 Our Lady of the Atonement Parish,COUNCILLOR WARD 7,Angelo MARIGNANI,98
7,6,7-6 Our Lady of the Atonement Parish,COUNCILLOR WARD 7,Barbara HOLLAND,87
7,6,7-6 Our Lady of the Atonement Parish,COUNCILLOR WARD 7,Irek KUSMIERCZYK,488
7,7,7-7 L. A. Desmarais Catholic School,COUNCILLOR WARD 7,Albert SABA,37
7,7,7-7 L. A. Desmarais Catholic School,COUNCILLOR WARD 7,Angelo MARIGNANI,97
7,7,7-7 L. A. Desmarais Catholic School,COUNCILLOR WARD 7,Barbara HOLLAND,69
7,7,7-7 L. A. Desmarais Catholic School,COUNCILLOR WARD 7,Irek KUSMIERCZYK,452
7,8,7-8 Forest Glade Arena,COUNCILLOR WARD 7,Albert SABA,49
7,8,7-8 Forest Glade Arena,COUNCILLOR WARD 7,Angelo MARIGNANI,67
7,8,7-8 Forest Glade Arena,COUNCILLOR WARD 7,Barbara HOLLAND,94
7,8,7-8 Forest Glade Arena,COUNCILLOR WARD 7,Irek KUSMIERCZYK,487
7,9,7-9 Banwell Gardens Long Term Care Residence,COUNCILLOR WARD 7,Albert SABA,2
7,9,7-9 Banwell Gardens Long Term Care Residence,COUNCILLOR WARD 7,Angelo MARIGNANI,6
7,9,7-9 Banwell Gardens Long Term Care Residence,COUNCILLOR WARD 7,Barbara HOLLAND,9
7,9,7-9 Banwell Gardens Long Term Care Residence,COUNCILLOR WARD 7,Irek KUSMIERCZYK,4
7,10,7-10 Heron Terrace Long Term Care Community,COUNCILLOR WARD 7,Albert SABA,2
7,10,7-10 Heron Terrace Long Term Care Community,COUNCILLOR WARD 7,Angelo MARIGNANI,5
7,10,7-10 Heron Terrace Long Term Care Community,COUNCILLOR WARD 7,Barbara HOLLAND,10
7,10,7-10 Heron Terrace Long Term Care Community,COUNCILLOR WARD 7,Irek KUSMIERCZYK,7
7,11,7-11 The Village of Aspen Lake Long Term Care Home,COUNCILLOR WARD 7,Albert SABA,5
7,11,7-11 The Village of Aspen Lake Long Term Care Home,COUNCILLOR WARD 7,Angelo MARIGNANI,5
7,11,7-11 The Village of Aspen Lake Long Term Care Home,COUNCILLOR WARD 7,Barbara HOLLAND,7
7,11,7-11 The Village of Aspen Lake Long Term Care Home,COUNCILLOR WARD 7,Irek KUSMIERCZYK,6
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 7,Albert SABA,11
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 7,Angelo MARIGNANI,4
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 7,Barbara HOLLAND,4
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 7,Irek KUSMIERCZYK,44
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 7,Albert SABA,3
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 7,Angelo MARIGNANI,8
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 7,Barbara HOLLAND,4
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 7,Irek KUSMIERCZYK,38
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 7,Albert SABA,0
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 7,Angelo MARIGNANI,0
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 7,Barbara HOLLAND,0
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 7,Irek KUSMIERCZYK,5
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 7,Albert SABA,2
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 7,Angelo MARIGNANI,0
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 7,Barbara HOLLAND,1
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 7,Irek KUSMIERCZYK,9
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 7,Albert SABA,2
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 7,Angelo MARIGNANI,2
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 7,Barbara HOLLAND,3
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 7,Irek KUSMIERCZYK,8
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 7,Albert SABA,0
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 7,Angelo MARIGNANI,0
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 7,Barbara HOLLAND,2
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 7,Irek KUSMIERCZYK,3
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 7,Albert SABA,0
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 7,Angelo MARIGNANI,3
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 7,Barbara HOLLAND,1
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 7,Irek KUSMIERCZYK,21
AP,4s2,ADVANCE POLL DAY 4 - 2,COUNCILLOR WARD 7,Albert SABA,2
AP,4s2,ADVANCE POLL DAY 4 - 2,COUNCILLOR WARD 7,Angelo MARIGNANI,4
AP,4s2,ADVANCE POLL DAY 4 - 2,COUNCILLOR WARD 7,Barbara HOLLAND,2
AP,4s2,ADVANCE POLL DAY 4 - 2,COUNCILLOR WARD 7,Irek KUSMIERCZYK,20
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 7,Albert SABA,13
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 7,Angelo MARIGNANI,25
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 7,Barbara HOLLAND,15
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 7,Irek KUSMIERCZYK,130
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 7,Albert SABA,18
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 7,Angelo MARIGNANI,38
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 7,Barbara HOLLAND,35
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 7,Irek KUSMIERCZYK,270
8,1,8-1 St. Theresa's Parish,COUNCILLOR WARD 8,David SUNDIN,91
8,1,8-1 St. Theresa's Parish,COUNCILLOR WARD 8,Gary KASCHAK,135
8,1,8-1 St. Theresa's Parish,COUNCILLOR WARD 8,Gemma GREY-HALL,127
8,1,8-1 St. Theresa's Parish,COUNCILLOR WARD 8,Giovanni (John) ABATI,43
8,1,8-1 St. Theresa's Parish,COUNCILLOR WARD 8,Greg LEMAY,73
8,1,8-1 St. Theresa's Parish,COUNCILLOR WARD 8,Kathryn MacDONELL,12
8,1,8-1 St. Theresa's Parish,COUNCILLOR WARD 8,Lisa VALENTE,28
8,1,8-1 St. Theresa's Parish,COUNCILLOR WARD 8,Patti HAYES,64
8,2,8-2 Coronation Public School,COUNCILLOR WARD 8,David SUNDIN,143
8,2,8-2 Coronation Public School,COUNCILLOR WARD 8,Gary KASCHAK,175
8,2,8-2 Coronation Public School,COUNCILLOR WARD 8,Gemma GREY-HALL,83
8,2,8-2 Coronation Public School,COUNCILLOR WARD 8,Giovanni (John) ABATI,39
8,2,8-2 Coronation Public School,COUNCILLOR WARD 8,Greg LEMAY,65
8,2,8-2 Coronation Public School,COUNCILLOR WARD 8,Kathryn MacDONELL,21
8,2,8-2 Coronation Public School,COUNCILLOR WARD 8,Lisa VALENTE,40
8,2,8-2 Coronation Public School,COUNCILLOR WARD 8,Patti HAYES,70
8,3,8-3 Ecole elementaire catholique Sainte-Therese,COUNCILLOR WARD 8,David SUNDIN,88
8,3,8-3 Ecole elementaire catholique Sainte-Therese,COUNCILLOR WARD 8,Gary KASCHAK,134
8,3,8-3 Ecole elementaire catholique Sainte-Therese,COUNCILLOR WARD 8,Gemma GREY-HALL,51
8,3,8-3 Ecole elementaire catholique Sainte-Therese,COUNCILLOR WARD 8,Giovanni (John) ABATI,18
8,3,8-3 Ecole elementaire catholique Sainte-Therese,COUNCILLOR WARD 8,Greg LEMAY,41
8,3,8-3 Ecole elementaire catholique Sainte-Therese,COUNCILLOR WARD 8,Kathryn MacDONELL,13
8,3,8-3 Ecole elementaire catholique Sainte-Therese,COUNCILLOR WARD 8,Lisa VALENTE,23
8,3,8-3 Ecole elementaire catholique Sainte-Therese,COUNCILLOR WARD 8,Patti HAYES,29
8,4,8-4 Windsor Seventh Day Adventist Church,COUNCILLOR WARD 8,David SUNDIN,132
8,4,8-4 Windsor Seventh Day Adventist Church,COUNCILLOR WARD 8,Gary KASCHAK,188
8,4,8-4 Windsor Seventh Day Adventist Church,COUNCILLOR WARD 8,Gemma GREY-HALL,103
8,4,8-4 Windsor Seventh Day Adventist Church,COUNCILLOR WARD 8,Giovanni (John) ABATI,41
8,4,8-4 Windsor Seventh Day Adventist Church,COUNCILLOR WARD 8,Greg LEMAY,72
8,4,8-4 Windsor Seventh Day Adventist Church,COUNCILLOR WARD 8,Kathryn MacDONELL,19
8,4,8-4 Windsor Seventh Day Adventist Church,COUNCILLOR WARD 8,Lisa VALENTE,32
8,4,8-4 Windsor Seventh Day Adventist Church,COUNCILLOR WARD 8,Patti HAYES,23
8,5,8-5 Monseigneur W. J. Langlois Catholic School,COUNCILLOR WARD 8,David SUNDIN,185
8,5,8-5 Monseigneur W. J. Langlois Catholic School,COUNCILLOR WARD 8,Gary KASCHAK,160
8,5,8-5 Monseigneur W. J. Langlois Catholic School,COUNCILLOR WARD 8,Gemma GREY-HALL,85
8,5,8-5 Monseigneur W. J. Langlois Catholic School,COUNCILLOR WARD 8,Giovanni (John) ABATI,20
8,5,8-5 Monseigneur W. J. Langlois Catholic School,COUNCILLOR WARD 8,Greg LEMAY,210
8,5,8-5 Monseigneur W. J. Langlois Catholic School,COUNCILLOR WARD 8,Kathryn MacDONELL,24
8,5,8-5 Monseigneur W. J. Langlois Catholic School,COUNCILLOR WARD 8,Lisa VALENTE,26
8,5,8-5 Monseigneur W. J. Langlois Catholic School,COUNCILLOR WARD 8,Patti HAYES,27
8,6,8-6 College Boreal,COUNCILLOR WARD 8,David SUNDIN,97
8,6,8-6 College Boreal,COUNCILLOR WARD 8,Gary KASCHAK,49
8,6,8-6 College Boreal,COUNCILLOR WARD 8,Gemma GREY-HALL,74
8,6,8-6 College Boreal,COUNCILLOR WARD 8,Giovanni (John) ABATI,37
8,6,8-6 College Boreal,COUNCILLOR WARD 8,Greg LEMAY,48
8,6,8-6 College Boreal,COUNCILLOR WARD 8,Kathryn MacDONELL,27
8,6,8-6 College Boreal,COUNCILLOR WARD 8,Lisa VALENTE,47
8,6,8-6 College Boreal,COUNCILLOR WARD 8,Patti HAYES,42
8,7,8-7 Riverside Place Long Term Care Home,COUNCILLOR WARD 8,David SUNDIN,2
8,7,8-7 Riverside Place Long Term Care Home,COUNCILLOR WARD 8,Gary KASCHAK,2
8,7,8-7 Riverside Place Long Term Care Home,COUNCILLOR WARD 8,Gemma GREY-HALL,2
8,7,8-7 Riverside Place Long Term Care Home,COUNCILLOR WARD 8,Giovanni (John) ABATI,6
8,7,8-7 Riverside Place Long Term Care Home,COUNCILLOR WARD 8,Greg LEMAY,1
8,7,8-7 Riverside Place Long Term Care Home,COUNCILLOR WARD 8,Kathryn MacDONELL,2
8,7,8-7 Riverside Place Long Term Care Home,COUNCILLOR WARD 8,Lisa VALENTE,0
8,7,8-7 Riverside Place Long Term Care Home,COUNCILLOR WARD 8,Patti HAYES,5
8,8,8-8 Fontainebleau Tower,COUNCILLOR WARD 8,David SUNDIN,15
8,8,8-8 Fontainebleau Tower,COUNCILLOR WARD 8,Gary KASCHAK,26
8,8,8-8 Fontainebleau Tower,COUNCILLOR WARD 8,Gemma GREY-HALL,50
8,8,8-8 Fontainebleau Tower,COUNCILLOR WARD 8,Giovanni (John) ABATI,18
8,8,8-8 Fontainebleau Tower,COUNCILLOR WARD 8,Greg LEMAY,21
8,8,8-8 Fontainebleau Tower,COUNCILLOR WARD 8,Kathryn MacDONELL,10
8,8,8-8 Fontainebleau Tower,COUNCILLOR WARD 8,Lisa VALENTE,13
8,8,8-8 Fontainebleau Tower,COUNCILLOR WARD 8,Patti HAYES,20
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 8,David SUNDIN,13
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 8,Gary KASCHAK,6
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 8,Gemma GREY-HALL,11
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 8,Giovanni (John) ABATI,5
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 8,Greg LEMAY,7
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 8,Kathryn MacDONELL,1
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 8,Lisa VALENTE,5
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 8,Patti HAYES,2
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 8,David SUNDIN,5
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 8,Gary KASCHAK,8
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 8,Gemma GREY-HALL,5
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 8,Giovanni (John) ABATI,3
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 8,Greg LEMAY,4
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 8,Kathryn MacDONELL,1
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 8,Lisa VALENTE,1
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 8,Patti HAYES,3
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 8,David SUNDIN,2
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 8,Gary KASCHAK,1
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 8,Gemma GREY-HALL,1
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 8,Giovanni (John) ABATI,1
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 8,Greg LEMAY,0
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 8,Kathryn MacDONELL,0
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 8,Lisa VALENTE,0
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 8,Patti HAYES,0
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 8,David SUNDIN,2
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 8,Gary KASCHAK,1
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 8,Gemma GREY-HALL,0
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 8,Giovanni (John) ABATI,0
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 8,Greg LEMAY,1
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 8,Kathryn MacDONELL,0
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 8,Lisa VALENTE,0
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 8,Patti HAYES,0
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 8,David SUNDIN,1
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 8,Gary KASCHAK,3
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 8,Gemma GREY-HALL,0
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 8,Giovanni (John) ABATI,0
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 8,Greg LEMAY,1
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 8,Kathryn MacDONELL,0
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 8,Lisa VALENTE,1
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 8,Patti HAYES,0
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 8,David SUNDIN,0
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 8,Gary KASCHAK,0
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 8,Gemma GREY-HALL,0
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 8,Giovanni (John) ABATI,0
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 8,Greg LEMAY,1
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 8,Kathryn MacDONELL,1
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 8,Lisa VALENTE,1
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 8,Patti HAYES,0
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 8,David SUNDIN,15
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 8,Gary KASCHAK,13
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 8,Gemma GREY-HALL,8
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 8,Giovanni (John) ABATI,4
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 8,Greg LEMAY,10
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 8,Kathryn MacDONELL,1
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 8,Lisa VALENTE,6
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 8,Patti HAYES,5
AP,4s2,ADVANCE POLL DAY 4 - 2,COUNCILLOR WARD 8,David SUNDIN,10
AP,4s2,ADVANCE POLL DAY 4 - 2,COUNCILLOR WARD 8,Gary KASCHAK,10
AP,4s2,ADVANCE POLL DAY 4 - 2,COUNCILLOR WARD 8,Gemma GREY-HALL,6
AP,4s2,ADVANCE POLL DAY 4 - 2,COUNCILLOR WARD 8,Giovanni (John) ABATI,6
AP,4s2,ADVANCE POLL DAY 4 - 2,COUNCILLOR WARD 8,Greg LEMAY,5
AP,4s2,ADVANCE POLL DAY 4 - 2,COUNCILLOR WARD 8,Kathryn MacDONELL,0
AP,4s2,ADVANCE POLL DAY 4 - 2,COUNCILLOR WARD 8,Lisa VALENTE,1
AP,4s2,ADVANCE POLL DAY 4 - 2,COUNCILLOR WARD 8,Patti HAYES,1
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 8,David SUNDIN,10
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 8,Gary KASCHAK,12
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 8,Gemma GREY-HALL,11
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 8,Giovanni (John) ABATI,6
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 8,Greg LEMAY,5
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 8,Kathryn MacDONELL,2
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 8,Lisa VALENTE,0
AP,5s1,ADVANCE POLL DAY 5 - 1,COUNCILLOR WARD 8,Patti HAYES,1
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 8,David SUNDIN,21
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 8,Gary KASCHAK,9
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 8,Gemma GREY-HALL,11
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 8,Giovanni (John) ABATI,8
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 8,Greg LEMAY,9
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 8,Kathryn MacDONELL,5
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 8,Lisa VALENTE,7
AP,5s2,ADVANCE POLL DAY 5 - 2,COUNCILLOR WARD 8,Patti HAYES,4
9,1,9-1 Roseland Public School,COUNCILLOR WARD 9,Alex AGGARWAL,207
9,1,9-1 Roseland Public School,COUNCILLOR WARD 9,Hilary PAYNE,194
9,1,9-1 Roseland Public School,COUNCILLOR WARD 9,Kieran McKENZIE,403
9,2,9-2 St. Christopher Catholic Elementary School,COUNCILLOR WARD 9,Alex AGGARWAL,44
9,2,9-2 St. Christopher Catholic Elementary School,COUNCILLOR WARD 9,Hilary PAYNE,113
9,2,9-2 St. Christopher Catholic Elementary School,COUNCILLOR WARD 9,Kieran McKENZIE,532
9,3,9-3 John A. McWilliam Public School,COUNCILLOR WARD 9,Alex AGGARWAL,55
9,3,9-3 John A. McWilliam Public School,COUNCILLOR WARD 9,Hilary PAYNE,135
9,3,9-3 John A. McWilliam Public School,COUNCILLOR WARD 9,Kieran McKENZIE,537
9,4,9-4 Windsor Christian Fellowship,COUNCILLOR WARD 9,Alex AGGARWAL,62
9,4,9-4 Windsor Christian Fellowship,COUNCILLOR WARD 9,Hilary PAYNE,105
9,4,9-4 Windsor Christian Fellowship,COUNCILLOR WARD 9,Kieran McKENZIE,355
9,5,9-5 First Lutheran Christian Academy,COUNCILLOR WARD 9,Alex AGGARWAL,94
9,5,9-5 First Lutheran Christian Academy,COUNCILLOR WARD 9,Hilary PAYNE,188
9,5,9-5 First Lutheran Christian Academy,COUNCILLOR WARD 9,Kieran McKENZIE,516
9,6,9-6 Talbot Trail Public School,COUNCILLOR WARD 9,Alex AGGARWAL,254
9,6,9-6 Talbot Trail Public School,COUNCILLOR WARD 9,Hilary PAYNE,140
9,6,9-6 Talbot Trail Public School,COUNCILLOR WARD 9,Kieran McKENZIE,516
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 9,Alex AGGARWAL,34
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 9,Hilary PAYNE,35
AP,1s1,ADVANCE POLL DAY 1 - 1,COUNCILLOR WARD 9,Kieran McKENZIE,103
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 9,Alex AGGARWAL,20
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 9,Hilary PAYNE,28
AP,1s2,ADVANCE POLL DAY 1 - 2,COUNCILLOR WARD 9,Kieran McKENZIE,61
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 9,Alex AGGARWAL,2
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 9,Hilary PAYNE,5
AP,2s1,ADVANCE POLL DAY 2 - 1,COUNCILLOR WARD 9,Kieran McKENZIE,15
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 9,Alex AGGARWAL,11
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 9,Hilary PAYNE,15
AP,2s2,ADVANCE POLL DAY 2 - 2,COUNCILLOR WARD 9,Kieran McKENZIE,31
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 9,Alex AGGARWAL,6
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 9,Hilary PAYNE,2
AP,3s1,ADVANCE POLL DAY 3 - 1,COUNCILLOR WARD 9,Kieran McKENZIE,9
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 9,Alex AGGARWAL,0
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 9,Hilary PAYNE,2
AP,3s2,ADVANCE POLL DAY 3 - 2,COUNCILLOR WARD 9,Kieran McKENZIE,3
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 9,Alex AGGARWAL,3
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 9,Hilary PAYNE,6
AP,4s1,ADVANCE POLL DAY 4 - 1,COUNCILLOR WARD 9,Kieran McKENZIE,34
